"DIAGRAM_ID";"CAS";"MNOZSTVO";"oom_id";"datum"
70364160;1215;0;8901990;0014-01-01
70364160;1230;0;8901990;0014-01-01
70364160;1245;0;8901990;0014-01-01
70364160;1260;0;8901990;0014-01-01
70364160;1275;0;8901990;0014-01-01
70364160;1290;0;8901990;0014-01-01
70364160;1305;0;8901990;0014-01-01
70364160;1320;0;8901990;0014-01-01
70364160;1335;0;8901990;0014-01-01
70364160;1350;0;8901990;0014-01-01
70364160;1365;0;8901990;0014-01-01
70364160;1380;0;8901990;0014-01-01
70364162;-45;0;8901990;0014-01-02
70364162;-30;0;8901990;0014-01-02
70364162;-15;0;8901990;0014-01-02
70364162;0;0;8901990;0014-01-02
70364162;15;0;8901990;0014-01-02
70364162;30;0;8901990;0014-01-02
70364162;45;1;8901990;0014-01-02
70364162;60;1;8901990;0014-01-02
70364162;75;0;8901990;0014-01-02
70364162;90;0;8901990;0014-01-02
70364162;105;0;8901990;0014-01-02
70364162;120;0;8901990;0014-01-02
70364162;135;0;8901990;0014-01-02
70364162;150;0;8901990;0014-01-02
70364162;165;0;8901990;0014-01-02
70364162;180;0;8901990;0014-01-02
70364162;195;0;8901990;0014-01-02
70364162;210;0;8901990;0014-01-02
70364162;225;0;8901990;0014-01-02
70364162;240;0;8901990;0014-01-02
70364162;255;0;8901990;0014-01-02
70364162;270;0;8901990;0014-01-02
70364162;285;0;8901990;0014-01-02
70364162;300;6;8901990;0014-01-02
70364162;315;12;8901990;0014-01-02
70364162;330;12;8901990;0014-01-02
70364162;345;16;8901990;0014-01-02
70364162;360;15;8901990;0014-01-02
70364162;375;18;8901990;0014-01-02
70364162;390;17;8901990;0014-01-02
70364162;405;19;8901990;0014-01-02
70364162;420;18;8901990;0014-01-02
70364162;435;14;8901990;0014-01-02
70364162;450;15;8901990;0014-01-02
70364162;465;15;8901990;0014-01-02
70364162;480;16;8901990;0014-01-02
70364162;495;14;8901990;0014-01-02
70364162;510;16;8901990;0014-01-02
70364162;525;15;8901990;0014-01-02
70364162;540;15;8901990;0014-01-02
70364162;555;15;8901990;0014-01-02
70364162;570;17;8901990;0014-01-02
70364162;585;18;8901990;0014-01-02
70364162;600;16;8901990;0014-01-02
70364162;615;17;8901990;0014-01-02
70364162;630;18;8901990;0014-01-02
70364162;645;16;8901990;0014-01-02
70364162;660;15;8901990;0014-01-02
70364162;675;14;8901990;0014-01-02
70364162;690;17;8901990;0014-01-02
70364162;705;17;8901990;0014-01-02
70364162;720;14;8901990;0014-01-02
70364162;735;13;8901990;0014-01-02
70364162;750;13;8901990;0014-01-02
70364162;765;16;8901990;0014-01-02
70364162;780;15;8901990;0014-01-02
70364162;795;14;8901990;0014-01-02
70364162;810;9;8901990;0014-01-02
70364162;825;2;8901990;0014-01-02
70364162;840;2;8901990;0014-01-02
70364162;855;2;8901990;0014-01-02
70364162;870;2;8901990;0014-01-02
70364162;885;2;8901990;0014-01-02
70364162;900;2;8901990;0014-01-02
70364162;915;2;8901990;0014-01-02
70364162;930;0;8901990;0014-01-02
70364162;945;0;8901990;0014-01-02
70364162;960;0;8901990;0014-01-02
70364162;975;0;8901990;0014-01-02
70364162;990;0;8901990;0014-01-02
70364162;1005;0;8901990;0014-01-02
70364162;1020;0;8901990;0014-01-02
70364162;1035;0;8901990;0014-01-02
70364162;1050;0;8901990;0014-01-02
70364162;1065;0;8901990;0014-01-02
70364162;1080;0;8901990;0014-01-02
70364162;1095;0;8901990;0014-01-02
70364162;1110;0;8901990;0014-01-02
70364162;1125;0;8901990;0014-01-02
70364162;1140;0;8901990;0014-01-02
70364162;1155;0;8901990;0014-01-02
70364162;1170;0;8901990;0014-01-02
70364162;1185;0;8901990;0014-01-02
70364162;1200;0;8901990;0014-01-02
70364162;1215;0;8901990;0014-01-02
70364162;1230;0;8901990;0014-01-02
70364162;1245;0;8901990;0014-01-02
70364162;1260;0;8901990;0014-01-02
70364162;1275;0;8901990;0014-01-02
70364162;1290;0;8901990;0014-01-02
70364162;1305;1;8901990;0014-01-02
70364162;1320;2;8901990;0014-01-02
70364162;1335;0;8901990;0014-01-02
70364162;1350;0;8901990;0014-01-02
70364162;1365;0;8901990;0014-01-02
70364162;1380;0;8901990;0014-01-02
70364163;-45;0;8901990;0014-01-03
70364163;-30;0;8901990;0014-01-03
70364163;-15;0;8901990;0014-01-03
70364163;0;0;8901990;0014-01-03
70364163;15;0;8901990;0014-01-03
70364163;30;0;8901990;0014-01-03
70364163;45;0;8901990;0014-01-03
70364163;60;0;8901990;0014-01-03
70364163;75;0;8901990;0014-01-03
70364163;90;0;8901990;0014-01-03
70364163;105;0;8901990;0014-01-03
70364163;120;0;8901990;0014-01-03
70364163;135;0;8901990;0014-01-03
70364163;150;0;8901990;0014-01-03
70364163;165;0;8901990;0014-01-03
70364163;180;0;8901990;0014-01-03
70364163;195;0;8901990;0014-01-03
70364163;210;0;8901990;0014-01-03
70364163;225;0;8901990;0014-01-03
70364163;240;0;8901990;0014-01-03
70364163;255;0;8901990;0014-01-03
70364163;270;0;8901990;0014-01-03
70364163;285;0;8901990;0014-01-03
70364163;300;3;8901990;0014-01-03
70364163;315;12;8901990;0014-01-03
70364163;330;16;8901990;0014-01-03
70364163;345;16;8901990;0014-01-03
70364163;360;14;8901990;0014-01-03
70364163;375;16;8901990;0014-01-03
70364163;390;17;8901990;0014-01-03
70364163;405;17;8901990;0014-01-03
70364163;420;19;8901990;0014-01-03
70364163;435;17;8901990;0014-01-03
70364163;450;16;8901990;0014-01-03
70364163;465;17;8901990;0014-01-03
70364163;480;17;8901990;0014-01-03
70364163;495;18;8901990;0014-01-03
70364163;510;20;8901990;0014-01-03
70364163;525;17;8901990;0014-01-03
70364163;540;17;8901990;0014-01-03
70364163;555;18;8901990;0014-01-03
70364163;570;19;8901990;0014-01-03
70364163;585;18;8901990;0014-01-03
70364163;600;18;8901990;0014-01-03
70364163;615;15;8901990;0014-01-03
70364163;630;16;8901990;0014-01-03
70364163;645;20;8901990;0014-01-03
70364163;660;19;8901990;0014-01-03
70364163;675;19;8901990;0014-01-03
70364163;690;17;8901990;0014-01-03
70364163;705;18;8901990;0014-01-03
70364163;720;19;8901990;0014-01-03
70364163;735;18;8901990;0014-01-03
70364163;750;17;8901990;0014-01-03
70364163;765;16;8901990;0014-01-03
70364163;780;17;8901990;0014-01-03
70364163;795;18;8901990;0014-01-03
70364163;810;11;8901990;0014-01-03
70364163;825;2;8901990;0014-01-03
70364163;840;2;8901990;0014-01-03
70364163;855;2;8901990;0014-01-03
70364163;870;2;8901990;0014-01-03
70364163;885;2;8901990;0014-01-03
70364163;900;2;8901990;0014-01-03
70364163;915;2;8901990;0014-01-03
70364163;930;0;8901990;0014-01-03
70364163;945;0;8901990;0014-01-03
70364163;960;0;8901990;0014-01-03
70364163;975;0;8901990;0014-01-03
70364163;990;0;8901990;0014-01-03
70364163;1005;0;8901990;0014-01-03
70364163;1020;0;8901990;0014-01-03
70364163;1035;0;8901990;0014-01-03
70364163;1050;0;8901990;0014-01-03
70364163;1065;0;8901990;0014-01-03
70364163;1080;0;8901990;0014-01-03
70364163;1095;0;8901990;0014-01-03
70364163;1110;0;8901990;0014-01-03
70364163;1125;0;8901990;0014-01-03
70364163;1140;0;8901990;0014-01-03
70364163;1155;0;8901990;0014-01-03
70364163;1170;0;8901990;0014-01-03
70364163;1185;0;8901990;0014-01-03
70364163;1200;0;8901990;0014-01-03
70364163;1215;0;8901990;0014-01-03
70364163;1230;0;8901990;0014-01-03
70364163;1245;0;8901990;0014-01-03
70364163;1260;0;8901990;0014-01-03
70364163;1275;0;8901990;0014-01-03
70364163;1290;0;8901990;0014-01-03
70364163;1305;0;8901990;0014-01-03
70364163;1320;0;8901990;0014-01-03
70364163;1335;0;8901990;0014-01-03
70364163;1350;0;8901990;0014-01-03
70364163;1365;0;8901990;0014-01-03
70364163;1380;2;8901990;0014-01-03
70364164;-45;0;8901990;0014-01-04
70364164;-30;0;8901990;0014-01-04
70364164;-15;0;8901990;0014-01-04
70364164;0;0;8901990;0014-01-04
70364164;15;0;8901990;0014-01-04
70364164;30;0;8901990;0014-01-04
70364164;45;0;8901990;0014-01-04
70364164;60;0;8901990;0014-01-04
70364164;75;0;8901990;0014-01-04
70364164;90;0;8901990;0014-01-04
70364164;105;0;8901990;0014-01-04
70364164;120;0;8901990;0014-01-04
70364164;135;0;8901990;0014-01-04
70364164;150;0;8901990;0014-01-04
70364164;165;0;8901990;0014-01-04
70364164;180;0;8901990;0014-01-04
70364164;195;0;8901990;0014-01-04
70364164;210;0;8901990;0014-01-04
70364164;225;0;8901990;0014-01-04
70364164;240;0;8901990;0014-01-04
70364164;255;0;8901990;0014-01-04
70364164;270;0;8901990;0014-01-04
70364164;285;0;8901990;0014-01-04
70364164;300;0;8901990;0014-01-04
70364164;315;0;8901990;0014-01-04
70364164;330;0;8901990;0014-01-04
70364164;345;0;8901990;0014-01-04
70364164;360;1;8901990;0014-01-04
70364164;375;0;8901990;0014-01-04
70364164;390;0;8901990;0014-01-04
70364164;405;0;8901990;0014-01-04
70364164;420;0;8901990;0014-01-04
70364164;435;0;8901990;0014-01-04
70364164;450;0;8901990;0014-01-04
70364164;465;0;8901990;0014-01-04
70364164;480;0;8901990;0014-01-04
70364164;495;0;8901990;0014-01-04
70364164;510;2;8901990;0014-01-04
70364164;525;0;8901990;0014-01-04
70364164;540;0;8901990;0014-01-04
70364164;555;0;8901990;0014-01-04
70364164;570;0;8901990;0014-01-04
70364164;585;0;8901990;0014-01-04
70364164;600;0;8901990;0014-01-04
70364164;615;0;8901990;0014-01-04
70364164;630;0;8901990;0014-01-04
70364164;645;0;8901990;0014-01-04
70364164;660;0;8901990;0014-01-04
70364164;675;0;8901990;0014-01-04
70364164;690;0;8901990;0014-01-04
70364164;705;0;8901990;0014-01-04
70364164;720;0;8901990;0014-01-04
70364164;735;0;8901990;0014-01-04
70364164;750;0;8901990;0014-01-04
70364164;765;0;8901990;0014-01-04
70364164;780;0;8901990;0014-01-04
70364164;795;0;8901990;0014-01-04
70364164;810;0;8901990;0014-01-04
70364164;825;0;8901990;0014-01-04
70364164;840;0;8901990;0014-01-04
70364164;855;0;8901990;0014-01-04
70364164;870;0;8901990;0014-01-04
70364164;885;0;8901990;0014-01-04
70364164;900;0;8901990;0014-01-04
70364164;915;0;8901990;0014-01-04
70364164;930;0;8901990;0014-01-04
70364164;945;0;8901990;0014-01-04
70364164;960;0;8901990;0014-01-04
70364164;975;1;8901990;0014-01-04
70364164;990;1;8901990;0014-01-04
70364164;1005;0;8901990;0014-01-04
70364164;1020;0;8901990;0014-01-04
70364164;1035;0;8901990;0014-01-04
70364164;1050;1;8901990;0014-01-04
70364164;1065;0;8901990;0014-01-04
70364164;1080;0;8901990;0014-01-04
70364164;1095;0;8901990;0014-01-04
70364164;1110;0;8901990;0014-01-04
70364164;1125;0;8901990;0014-01-04
70364164;1140;0;8901990;0014-01-04
70364164;1155;0;8901990;0014-01-04
70364164;1170;0;8901990;0014-01-04
70364164;1185;0;8901990;0014-01-04
70364164;1200;0;8901990;0014-01-04
70364164;1215;0;8901990;0014-01-04
70364164;1230;0;8901990;0014-01-04
70364164;1245;0;8901990;0014-01-04
70364164;1260;0;8901990;0014-01-04
70364164;1275;0;8901990;0014-01-04
70364164;1290;0;8901990;0014-01-04
70364164;1305;0;8901990;0014-01-04
70364164;1320;0;8901990;0014-01-04
70364164;1335;0;8901990;0014-01-04
70364164;1350;0;8901990;0014-01-04
70364164;1365;0;8901990;0014-01-04
70364164;1380;0;8901990;0014-01-04
70364165;-45;0;8901990;0014-01-05
70364165;-30;0;8901990;0014-01-05
70364165;-15;0;8901990;0014-01-05
70364165;0;2;8901990;0014-01-05
70364165;15;0;8901990;0014-01-05
70364165;30;0;8901990;0014-01-05
70364165;45;0;8901990;0014-01-05
70364165;60;0;8901990;0014-01-05
70364165;75;0;8901990;0014-01-05
70364165;90;0;8901990;0014-01-05
70364165;105;0;8901990;0014-01-05
70364165;120;0;8901990;0014-01-05
70364165;135;0;8901990;0014-01-05
70364165;150;0;8901990;0014-01-05
70364165;165;0;8901990;0014-01-05
70364165;180;0;8901990;0014-01-05
70364165;195;0;8901990;0014-01-05
70364165;210;0;8901990;0014-01-05
70364165;225;0;8901990;0014-01-05
70364165;240;0;8901990;0014-01-05
70364165;255;0;8901990;0014-01-05
70364165;270;0;8901990;0014-01-05
70364165;285;0;8901990;0014-01-05
70364165;300;0;8901990;0014-01-05
70364165;315;0;8901990;0014-01-05
70364165;330;0;8901990;0014-01-05
70364165;345;0;8901990;0014-01-05
70364165;360;0;8901990;0014-01-05
70364165;375;0;8901990;0014-01-05
70364165;390;1;8901990;0014-01-05
70364165;405;2;8901990;0014-01-05
70364165;420;0;8901990;0014-01-05
70364165;435;0;8901990;0014-01-05
70364165;450;0;8901990;0014-01-05
70364165;465;0;8901990;0014-01-05
70364165;480;0;8901990;0014-01-05
70364165;495;0;8901990;0014-01-05
70364165;510;0;8901990;0014-01-05
70364165;525;0;8901990;0014-01-05
70364165;540;0;8901990;0014-01-05
70364165;555;0;8901990;0014-01-05
70364165;570;0;8901990;0014-01-05
70364165;585;0;8901990;0014-01-05
70364165;600;0;8901990;0014-01-05
70364165;615;0;8901990;0014-01-05
70364165;630;0;8901990;0014-01-05
70364165;645;0;8901990;0014-01-05
70364165;660;0;8901990;0014-01-05
70364165;675;0;8901990;0014-01-05
70364165;690;0;8901990;0014-01-05
70364165;705;0;8901990;0014-01-05
70364165;720;0;8901990;0014-01-05
70364165;735;0;8901990;0014-01-05
70364165;750;0;8901990;0014-01-05
70364165;765;0;8901990;0014-01-05
70364165;780;2;8901990;0014-01-05
70364165;795;1;8901990;0014-01-05
70364165;810;0;8901990;0014-01-05
70364165;825;0;8901990;0014-01-05
70364165;840;0;8901990;0014-01-05
70364165;855;0;8901990;0014-01-05
70364165;870;0;8901990;0014-01-05
70364165;885;0;8901990;0014-01-05
70364165;900;0;8901990;0014-01-05
70364165;915;0;8901990;0014-01-05
70364165;930;0;8901990;0014-01-05
70364165;945;0;8901990;0014-01-05
70364165;960;0;8901990;0014-01-05
70364165;975;0;8901990;0014-01-05
70364165;990;0;8901990;0014-01-05
70364165;1005;0;8901990;0014-01-05
70364165;1020;0;8901990;0014-01-05
70364165;1035;0;8901990;0014-01-05
70364165;1050;0;8901990;0014-01-05
70364165;1065;0;8901990;0014-01-05
70364165;1080;0;8901990;0014-01-05
70364165;1095;0;8901990;0014-01-05
70364165;1110;0;8901990;0014-01-05
70364165;1125;0;8901990;0014-01-05
70364165;1140;0;8901990;0014-01-05
70364165;1155;1;8901990;0014-01-05
70364165;1170;2;8901990;0014-01-05
70364165;1185;0;8901990;0014-01-05
70364165;1200;0;8901990;0014-01-05
70364165;1215;0;8901990;0014-01-05
70364165;1230;0;8901990;0014-01-05
70364165;1245;0;8901990;0014-01-05
70364165;1260;0;8901990;0014-01-05
70364165;1275;0;8901990;0014-01-05
70364165;1290;0;8901990;0014-01-05
70364165;1305;0;8901990;0014-01-05
70364165;1320;0;8901990;0014-01-05
70364165;1335;0;8901990;0014-01-05
70364165;1350;0;8901990;0014-01-05
70364165;1365;0;8901990;0014-01-05
70364165;1380;0;8901990;0014-01-05
70364166;-45;0;8901990;0014-01-06
70364166;-30;0;8901990;0014-01-06
70364166;-15;0;8901990;0014-01-06
70364166;0;0;8901990;0014-01-06
70364166;15;0;8901990;0014-01-06
70364166;30;0;8901990;0014-01-06
70364166;45;0;8901990;0014-01-06
70364166;60;0;8901990;0014-01-06
70364166;75;0;8901990;0014-01-06
70364166;90;0;8901990;0014-01-06
70364166;105;0;8901990;0014-01-06
70364166;120;2;8901990;0014-01-06
70364166;135;0;8901990;0014-01-06
70364166;150;0;8901990;0014-01-06
70364166;165;0;8901990;0014-01-06
70364166;180;0;8901990;0014-01-06
70364166;195;0;8901990;0014-01-06
70364166;210;0;8901990;0014-01-06
70364166;225;0;8901990;0014-01-06
70364166;240;0;8901990;0014-01-06
70364166;255;0;8901990;0014-01-06
70364166;270;0;8901990;0014-01-06
70364166;285;0;8901990;0014-01-06
70364166;300;0;8901990;0014-01-06
70364166;315;0;8901990;0014-01-06
70364166;330;0;8901990;0014-01-06
70364166;345;0;8901990;0014-01-06
70364166;360;0;8901990;0014-01-06
70364166;375;0;8901990;0014-01-06
70364166;390;0;8901990;0014-01-06
70364166;405;0;8901990;0014-01-06
70364166;420;0;8901990;0014-01-06
70364166;435;0;8901990;0014-01-06
70364166;450;0;8901990;0014-01-06
70364166;465;0;8901990;0014-01-06
70364166;480;0;8901990;0014-01-06
70364166;495;0;8901990;0014-01-06
70364166;510;0;8901990;0014-01-06
70364166;525;1;8901990;0014-01-06
70364166;540;2;8901990;0014-01-06
70364166;555;0;8901990;0014-01-06
70364166;570;0;8901990;0014-01-06
70364166;585;0;8901990;0014-01-06
70364166;600;0;8901990;0014-01-06
70364166;615;0;8901990;0014-01-06
70364166;630;0;8901990;0014-01-06
70364166;645;0;8901990;0014-01-06
70364166;660;0;8901990;0014-01-06
70364166;675;0;8901990;0014-01-06
70364166;690;0;8901990;0014-01-06
70364166;705;0;8901990;0014-01-06
70364166;720;0;8901990;0014-01-06
70364166;735;0;8901990;0014-01-06
70364166;750;0;8901990;0014-01-06
70364166;765;0;8901990;0014-01-06
70364166;780;0;8901990;0014-01-06
70364166;795;0;8901990;0014-01-06
70364166;810;0;8901990;0014-01-06
70364166;825;0;8901990;0014-01-06
70364166;840;0;8901990;0014-01-06
70364166;855;0;8901990;0014-01-06
70364166;870;0;8901990;0014-01-06
70364166;885;0;8901990;0014-01-06
70364166;900;0;8901990;0014-01-06
70364166;915;0;8901990;0014-01-06
70364166;930;2;8901990;0014-01-06
70364166;945;1;8901990;0014-01-06
70364166;960;0;8901990;0014-01-06
70364166;975;0;8901990;0014-01-06
70364166;990;0;8901990;0014-01-06
70364166;1005;0;8901990;0014-01-06
70364166;1020;0;8901990;0014-01-06
70364166;1035;0;8901990;0014-01-06
70364166;1050;0;8901990;0014-01-06
70364166;1065;0;8901990;0014-01-06
70364166;1080;0;8901990;0014-01-06
70364166;1095;0;8901990;0014-01-06
70364166;1110;0;8901990;0014-01-06
70364166;1125;0;8901990;0014-01-06
70364166;1140;0;8901990;0014-01-06
70364166;1155;0;8901990;0014-01-06
70364166;1170;0;8901990;0014-01-06
70364166;1185;0;8901990;0014-01-06
70364166;1200;0;8901990;0014-01-06
70364166;1215;0;8901990;0014-01-06
70364166;1230;0;8901990;0014-01-06
70364166;1245;0;8901990;0014-01-06
70364166;1260;0;8901990;0014-01-06
70364166;1275;0;8901990;0014-01-06
70364166;1290;0;8901990;0014-01-06
70364166;1305;0;8901990;0014-01-06
70364166;1320;0;8901990;0014-01-06
70364166;1335;2;8901990;0014-01-06
70364166;1350;0;8901990;0014-01-06
70364166;1365;0;8901990;0014-01-06
70364166;1380;0;8901990;0014-01-06
70364167;-45;0;8901990;0014-01-07
70364167;-30;0;8901990;0014-01-07
70364167;-15;0;8901990;0014-01-07
70364167;0;0;8901990;0014-01-07
70364167;15;0;8901990;0014-01-07
70364167;30;0;8901990;0014-01-07
70364167;45;0;8901990;0014-01-07
70364167;60;0;8901990;0014-01-07
70364167;75;0;8901990;0014-01-07
70364167;90;0;8901990;0014-01-07
70364167;105;0;8901990;0014-01-07
70364167;120;0;8901990;0014-01-07
70364167;135;0;8901990;0014-01-07
70364167;150;0;8901990;0014-01-07
70364167;165;0;8901990;0014-01-07
70364167;180;0;8901990;0014-01-07
70364167;195;0;8901990;0014-01-07
70364167;210;0;8901990;0014-01-07
70364167;225;0;8901990;0014-01-07
70364167;240;0;8901990;0014-01-07
70364167;255;0;8901990;0014-01-07
70364167;270;0;8901990;0014-01-07
70364167;285;0;8901990;0014-01-07
70364167;300;3;8901990;0014-01-07
70364167;315;13;8901990;0014-01-07
70364167;330;15;8901990;0014-01-07
70364167;345;15;8901990;0014-01-07
70364167;360;19;8901990;0014-01-07
70364167;375;17;8901990;0014-01-07
70364167;390;17;8901990;0014-01-07
70364167;405;14;8901990;0014-01-07
70364167;420;14;8901990;0014-01-07
70364167;435;16;8901990;0014-01-07
70364167;450;17;8901990;0014-01-07
70364167;465;16;8901990;0014-01-07
70364167;480;18;8901990;0014-01-07
70364167;495;19;8901990;0014-01-07
70364167;510;18;8901990;0014-01-07
70364167;525;19;8901990;0014-01-07
70364167;540;19;8901990;0014-01-07
70364167;555;16;8901990;0014-01-07
70364167;570;16;8901990;0014-01-07
70364167;585;16;8901990;0014-01-07
70364167;600;17;8901990;0014-01-07
70364167;615;18;8901990;0014-01-07
70364167;630;17;8901990;0014-01-07
70364167;645;17;8901990;0014-01-07
70364167;660;16;8901990;0014-01-07
70364167;675;21;8901990;0014-01-07
70364167;690;21;8901990;0014-01-07
70364167;705;20;8901990;0014-01-07
70364167;720;21;8901990;0014-01-07
70364167;735;21;8901990;0014-01-07
70364167;750;21;8901990;0014-01-07
70364167;765;22;8901990;0014-01-07
70364167;780;20;8901990;0014-01-07
70364167;795;18;8901990;0014-01-07
70364167;810;17;8901990;0014-01-07
70364167;825;20;8901990;0014-01-07
70364167;840;19;8901990;0014-01-07
70364167;855;21;8901990;0014-01-07
70364167;870;19;8901990;0014-01-07
70364167;885;18;8901990;0014-01-07
70364167;900;19;8901990;0014-01-07
70364167;915;20;8901990;0014-01-07
70364167;930;21;8901990;0014-01-07
70364167;945;21;8901990;0014-01-07
70364167;960;20;8901990;0014-01-07
70364167;975;21;8901990;0014-01-07
70364167;990;19;8901990;0014-01-07
70364167;1005;16;8901990;0014-01-07
70364167;1020;16;8901990;0014-01-07
70364167;1035;14;8901990;0014-01-07
70364167;1050;15;8901990;0014-01-07
70364167;1065;15;8901990;0014-01-07
70364167;1080;17;8901990;0014-01-07
70364167;1095;16;8901990;0014-01-07
70364167;1110;15;8901990;0014-01-07
70364167;1125;15;8901990;0014-01-07
70364167;1140;15;8901990;0014-01-07
70364167;1155;13;8901990;0014-01-07
70364167;1170;12;8901990;0014-01-07
70364167;1185;12;8901990;0014-01-07
70364167;1200;12;8901990;0014-01-07
70364167;1215;12;8901990;0014-01-07
70364167;1230;7;8901990;0014-01-07
70364167;1245;6;8901990;0014-01-07
70364167;1260;4;8901990;0014-01-07
70364167;1275;3;8901990;0014-01-07
70364167;1290;3;8901990;0014-01-07
70364167;1305;3;8901990;0014-01-07
70364167;1320;3;8901990;0014-01-07
70364167;1335;1;8901990;0014-01-07
70364167;1350;1;8901990;0014-01-07
70364167;1365;0;8901990;0014-01-07
70364167;1380;1;8901990;0014-01-07
70364168;-45;1;8901990;0014-01-08
70364168;-30;0;8901990;0014-01-08
70364168;-15;0;8901990;0014-01-08
70364168;0;1;8901990;0014-01-08
70364168;15;0;8901990;0014-01-08
70364168;30;1;8901990;0014-01-08
70364168;45;1;8901990;0014-01-08
70364168;60;0;8901990;0014-01-08
70364168;75;1;8901990;0014-01-08
70364168;90;1;8901990;0014-01-08
70364168;105;1;8901990;0014-01-08
70364168;120;0;8901990;0014-01-08
70364168;135;1;8901990;0014-01-08
70364168;150;0;8901990;0014-01-08
70364168;165;1;8901990;0014-01-08
70364168;180;0;8901990;0014-01-08
70364168;195;1;8901990;0014-01-08
70364168;210;1;8901990;0014-01-08
70364168;225;0;8901990;0014-01-08
70364168;240;1;8901990;0014-01-08
70364168;255;1;8901990;0014-01-08
70364168;270;1;8901990;0014-01-08
70364168;285;1;8901990;0014-01-08
70364168;300;7;8901990;0014-01-08
70364168;315;17;8901990;0014-01-08
70364168;330;15;8901990;0014-01-08
70364168;345;18;8901990;0014-01-08
70364168;360;19;8901990;0014-01-08
70364168;375;19;8901990;0014-01-08
70364168;390;18;8901990;0014-01-08
70364168;405;18;8901990;0014-01-08
70364168;420;17;8901990;0014-01-08
70364168;435;17;8901990;0014-01-08
70364168;450;17;8901990;0014-01-08
70364168;465;17;8901990;0014-01-08
70364168;480;18;8901990;0014-01-08
70364168;495;19;8901990;0014-01-08
70364168;510;17;8901990;0014-01-08
70364168;525;17;8901990;0014-01-08
70364168;540;16;8901990;0014-01-08
70364168;555;20;8901990;0014-01-08
70364168;570;18;8901990;0014-01-08
70364168;585;16;8901990;0014-01-08
70364168;600;15;8901990;0014-01-08
70364168;615;17;8901990;0014-01-08
70364168;630;15;8901990;0014-01-08
70364168;645;15;8901990;0014-01-08
70364168;660;17;8901990;0014-01-08
70364168;675;15;8901990;0014-01-08
70364168;690;15;8901990;0014-01-08
